sku                 _store  _attribu_type   diamondpdiamondtgemstonegemstonegoldprice    goldweiggrade   has_optiheight  makingchminimal_price   ringsizestatus  tax_clastotalnoototalnoovat     visibiliweight  width   _associa_associa
BR0035A-si-gh-43x53         jewel   simple     59500    0.85    6489    6.17     23511.76  11.336SI-GH          0      48    8502        98982.79H - 43 m       1       7     127     118  980.03       1       0      58
BR0035A-si-gh-44x54         jewel   simple     59500    0.85    6489    6.17     25585.84  12.336SI-GH          0      48    9252        101835.1H - 44 m       1       7     127     118 1008.27       1       0      58
BR0035A-si-gh-45x55         jewel   simple     59500    0.85    6489    6.17     27659.92  13.336SI-GH          0      48   10002        104687.4H - 45 m       1       7     127     118 1036.51       1       0      58
BR0035A-si-gh-48x58         jewel   simple     59500    0.85    6489    6.17        29734  14.336SI-GH          0      48   10752        107539.8H - 48 m       1       7     127     118 1064.75       1       0      58
BR0035A-si-gh-50x60         jewel   simple     59500    0.85    6489    6.17     31808.08  15.336SI-GH          0      48   11502        110392.1H - 50 m       1       7     127     118 1092.99       1       0      58
_associa_super_p_super_a_super_a_super_attribute_price_corr
