serial no,Name of Product,SKU,Product,Type of Product,Category,Collection,Description,HEIGHT,WIDTH,Metal Type,Grossweight,Metal Weight,Metal Price,Making Charges,Diamond shape,Diamond clarity,Diamond color,No. of Diamonds,Total Diamond Weight,Dia Amount For SI GH,Dia Amount For VVS EF,Gem Stone Type,Gemstone shape,No. of Gemstones,Total Gemstone Weight,Total Gemstone Amount,VAT For SI GH,Total Value of Product with SI GH,VAT For VVS EF,Total Value of Product with VVS EF,Size
170,NP0047A,NP0047A,NOSE PINS,WIRE,CLASSIC,Daily Dazzle,,7.42,4.12,18KT YELLOW GOLD,0.46,0.45,933,428,ROUND,SI,GH,3,0.049,3430,5047,,,0,0,0,48,4839,64,6472,
