sku,_store,_attribute_set,_type,diamondprice,diamondtotalweight,gemstoneprice,gemstonetotalweight,goldprice,goldweight,grade,has_options,height,makingcharge,minimal_price,price,ringsize,status,tax_class_id,totalnoofdiamonds,totalnoofgemstone,vat,visibility,weight,width,_associated_sku,_associated_default_qty,_associated_position,_super_products_sku,_super_attribute_code,_super_attribute_option,_super_attribute_price_corr
RG0214A-si-gh-7,,jewel,simple,7000,0.1,13770,1.02,3745.87,1.806,SI-GH,0,0,1715.7,,26493.89,7,1,7,12,1,262.32,1,0,0,,,,,,,
RG0214A-si-gh-8,,jewel,simple,7000,0.1,13770,1.02,4160.7,2.006,SI-GH,0,0,1905.7,,27104.76,8,1,7,12,1,268.36,1,0,0,,,,,,,
RG0214A-si-gh-9,,jewel,simple,7000,0.1,13770,1.02,4575.52,2.206,SI-GH,0,0,2095.7,,27715.64,9,1,7,12,1,274.41,1,0,0,,,,,,,
RG0214A-si-gh-10,,jewel,simple,7000,0.1,13770,1.02,4990.35,2.406,SI-GH,0,0,2285.7,,28326.51,10,1,7,12,1,280.46,1,0,0,,,,,,,
RG0214A-si-gh-11,,jewel,simple,7000,0.1,13770,1.02,5405.17,2.606,SI-GH,0,0,2475.7,,28937.38,11,1,7,12,1,286.51,1,0,0,,,,,,,
RG0214A-si-gh-12,,jewel,simple,7000,0.1,13770,1.02,5820,2.806,SI-GH,0,0,2665.7,,29548.26,12,1,7,12,1,292.56,1,0,0,,,,,,,
RG0214A-si-gh-13,,jewel,simple,7000,0.1,13770,1.02,6234.83,3.006,SI-GH,0,0,2555.1,,29855.52,13,1,7,12,1,295.6,1,0,0,,,,,,,
RG0214A-si-gh-14,,jewel,simple,7000,0.1,13770,1.02,6649.65,3.206,SI-GH,0,0,2725.1,,30446.2,14,1,7,12,1,301.45,1,0,0,,,,,,,
RG0214A-si-gh-15,,jewel,simple,7000,0.1,13770,1.02,7064.48,3.406,SI-GH,0,0,2895.1,,31036.87,15,1,7,12,1,307.3,1,0,0,,,,,,,
RG0214A-si-gh-16,,jewel,simple,7000,0.1,13770,1.02,7479.3,3.606,SI-GH,0,0,3065.1,,31627.55,16,1,7,12,1,313.14,1,0,0,,,,,,,
RG0214A-si-gh-17,,jewel,simple,7000,0.1,13770,1.02,7894.13,3.806,SI-GH,0,0,3235.1,,32218.22,17,1,7,12,1,318.99,1,0,0,,,,,,,
RG0214A-si-gh-18,,jewel,simple,7000,0.1,13770,1.02,8308.95,4.006,SI-GH,0,0,3405.1,,32808.89,18,1,7,12,1,324.84,1,0,0,,,,,,,
RG0214A-si-gh-19,,jewel,simple,7000,0.1,13770,1.02,8723.78,4.206,SI-GH,0,0,3575.1,,33399.57,19,1,7,12,1,330.69,1,0,0,,,,,,,
RG0214A-si-gh-20,,jewel,simple,7000,0.1,13770,1.02,9138.6,4.406,SI-GH,0,0,3745.1,,33990.24,20,1,7,12,1,336.54,1,0,0,,,,,,,
RG0214A-si-gh-21,,jewel,simple,7000,0.1,13770,1.02,9553.43,4.606,SI-GH,0,0,3915.1,,34580.91,21,1,7,12,1,342.39,1,0,0,,,,,,,
RG0214A-si-gh-22,,jewel,simple,7000,0.1,13770,1.02,9968.25,4.806,SI-GH,0,0,4085.1,,35171.59,22,1,7,12,1,348.23,1,0,0,,,,,,,
RG0214A-si-gh-23,,jewel,simple,7000,0.1,13770,1.02,10383.08,5.006,SI-GH,0,0,4255.1,,35762.26,23,1,7,12,1,354.08,1,0,0,,,,,,,
RG0214A-si-gh-24,,jewel,simple,7000,0.1,13770,1.02,10797.9,5.206,SI-GH,0,0,4425.1,,36352.93,24,1,7,12,1,359.93,1,0,0,,,,,,,
RG0214A-si-gh-25,,jewel,simple,7000,0.1,13770,1.02,11212.73,5.406,SI-GH,0,0,4595.1,,36943.61,25,1,7,12,1,365.78,1,0,0,,,,,,,
RG0214A-vvs-ef-5,,jewel,simple,10300,0.1,13770,1.02,2916.22,1.406,VVS-EF,0,0,1335.7,,28605.14,5,1,7,12,1,283.22,1,0,0,,,,,,,
RG0214A-vvs-ef-6,,jewel,simple,10300,0.1,13770,1.02,3331.05,1.606,VVS-EF,0,0,1525.7,,29216.02,6,1,7,12,1,289.27,1,0,0,,,,,,,
RG0214A-vvs-ef-7,,jewel,simple,10300,0.1,13770,1.02,3745.87,1.806,VVS-EF,0,0,1715.7,,29826.89,7,1,7,12,1,295.32,1,0,0,,,,,,,
RG0214A-vvs-ef-8,,jewel,simple,10300,0.1,13770,1.02,4160.7,2.006,VVS-EF,0,0,1905.7,,30437.76,8,1,7,12,1,301.36,1,0,0,,,,,,,
RG0214A-vvs-ef-9,,jewel,simple,10300,0.1,13770,1.02,4575.52,2.206,VVS-EF,0,0,2095.7,,31048.64,9,1,7,12,1,307.41,1,0,0,,,,,,,
RG0214A-vvs-ef-10,,jewel,simple,10300,0.1,13770,1.02,4990.35,2.406,VVS-EF,0,0,2285.7,,31659.51,10,1,7,12,1,313.46,1,0,0,,,,,,,
RG0214A-vvs-ef-11,,jewel,simple,10300,0.1,13770,1.02,5405.17,2.606,VVS-EF,0,0,2475.7,,32270.38,11,1,7,12,1,319.51,1,0,0,,,,,,,
RG0214A-vvs-ef-12,,jewel,simple,10300,0.1,13770,1.02,5820,2.806,VVS-EF,0,0,2665.7,,32881.26,12,1,7,12,1,325.56,1,0,0,,,,,,,
RG0214A-vvs-ef-13,,jewel,simple,10300,0.1,13770,1.02,6234.83,3.006,VVS-EF,0,0,2555.1,,33188.52,13,1,7,12,1,328.6,1,0,0,,,,,,,
RG0214A-vvs-ef-14,,jewel,simple,10300,0.1,13770,1.02,6649.65,3.206,VVS-EF,0,0,2725.1,,33779.2,14,1,7,12,1,334.45,1,0,0,,,,,,,
RG0214A-vvs-ef-15,,jewel,simple,10300,0.1,13770,1.02,7064.48,3.406,VVS-EF,0,0,2895.1,,34369.87,15,1,7,12,1,340.3,1,0,0,,,,,,,
RG0214A-vvs-ef-16,,jewel,simple,10300,0.1,13770,1.02,7479.3,3.606,VVS-EF,0,0,3065.1,,34960.55,16,1,7,12,1,346.14,1,0,0,,,,,,,
RG0214A-vvs-ef-17,,jewel,simple,10300,0.1,13770,1.02,7894.13,3.806,VVS-EF,0,0,3235.1,,35551.22,17,1,7,12,1,351.99,1,0,0,,,,,,,
RG0214A-vvs-ef-18,,jewel,simple,10300,0.1,13770,1.02,8308.95,4.006,VVS-EF,0,0,3405.1,,36141.89,18,1,7,12,1,357.84,1,0,0,,,,,,,
RG0214A-vvs-ef-19,,jewel,simple,10300,0.1,13770,1.02,8723.78,4.206,VVS-EF,0,0,3575.1,,36732.57,19,1,7,12,1,363.69,1,0,0,,,,,,,
RG0214A-vvs-ef-20,,jewel,simple,10300,0.1,13770,1.02,9138.6,4.406,VVS-EF,0,0,3745.1,,37323.24,20,1,7,12,1,369.54,1,0,0,,,,,,,
RG0214A-vvs-ef-21,,jewel,simple,10300,0.1,13770,1.02,9553.43,4.606,VVS-EF,0,0,3915.1,,37913.91,21,1,7,12,1,375.39,1,0,0,,,,,,,
RG0214A-vvs-ef-22,,jewel,simple,10300,0.1,13770,1.02,9968.25,4.806,VVS-EF,0,0,4085.1,,38504.59,22,1,7,12,1,381.23,1,0,0,,,,,,,
RG0214A-vvs-ef-23,,jewel,simple,10300,0.1,13770,1.02,10383.08,5.006,VVS-EF,0,0,4255.1,,39095.26,23,1,7,12,1,387.08,1,0,0,,,,,,,
RG0214A-vvs-ef-24,,jewel,simple,10300,0.1,13770,1.02,10797.9,5.206,VVS-EF,0,0,4425.1,,39685.93,24,1,7,12,1,392.93,1,0,0,,,,,,,
RG0214A-vvs-ef-25,,jewel,simple,10300,0.1,13770,1.02,11212.73,5.406,VVS-EF,0,0,4595.1,,40276.61,25,1,7,12,1,398.78,1,0,0,,,,,,,
RG0214A,,jewel,configurable,7000,0.1,13770,1.02,5820,2.806,,1,0,2665.7,,29548.26,,1,7,12,1,292.56,4,0,0,,,,RG0214A-si-gh-5,grade,SI-GH,25272.14
RG0167A-si-gh-5,,jewel,simple,6300,0.09,17010,1.26,1161.43,0.56,SI-GH,0,0,532,,25253.47,5,1,7,8,1,250.03,1,0,0,,,,,,,
RG0167A-si-gh-6,,jewel,simple,6300,0.09,17010,1.26,1576.23,0.76,SI-GH,0,0,722,,25864.31,6,1,7,8,1,256.08,1,0,0,,,,,,,
RG0167A-si-gh-7,,jewel,simple,6300,0.09,17010,1.26,1991.03,0.96,SI-GH,0,0,912,,26475.16,7,1,7,8,1,262.13,1,0,0,,,,,,,
RG0167A-si-gh-8,,jewel,simple,6300,0.09,17010,1.26,2405.82,1.16,SI-GH,0,0,1102,,27086,8,1,7,8,1,268.18,1,0,0,,,,,,,
RG0167A-si-gh-9,,jewel,simple,6300,0.09,17010,1.26,2820.62,1.36,SI-GH,0,0,1292,,27696.85,9,1,7,8,1,274.23,1,0,0,,,,,,,
RG0167A-si-gh-10,,jewel,simple,6300,0.09,17010,1.26,3235.42,1.56,SI-GH,0,0,1482,,28307.69,10,1,7,8,1,280.27,1,0,0,,,,,,,
RG0167A-si-gh-11,,jewel,simple,6300,0.09,17010,1.26,3650.22,1.76,SI-GH,0,0,1672,,28918.54,11,1,7,8,1,286.32,1,0,0,,,,,,,
RG0167A-si-gh-12,,jewel,simple,6300,0.09,17010,1.26,4065.01,1.96,SI-GH,0,0,1862,,29529.38,12,1,7,8,1,292.37,1,0,0,,,,,,,
RG0167A-si-gh-13,,jewel,simple,6300,0.09,17010,1.26,4479.81,2.16,SI-GH,0,0,2052,,30140.23,13,1,7,8,1,298.42,1,0,0,,,,,,,
RG0167A-si-gh-14,,jewel,simple,6300,0.09,17010,1.26,4894.61,2.36,SI-GH,0,0,2242,,30751.07,14,1,7,8,1,304.47,1,0,0,,,,,,,
RG0167A-si-gh-15,,jewel,simple,6300,0.09,17010,1.26,5309.41,2.56,SI-GH,0,0,2432,,31361.92,15,1,7,8,1,310.51,1,0,0,,,,,,,
RG0167A-si-gh-16,,jewel,simple,6300,0.09,17010,1.26,5724.2,2.76,SI-GH,0,0,2622,,31972.76,16,1,7,8,1,316.56,1,0,0,,,,,,,
RG0167A-si-gh-17,,jewel,simple,6300,0.09,17010,1.26,6139,2.96,SI-GH,0,0,2812,,32583.61,17,1,7,8,1,322.61,1,0,0,,,,,,,
RG0167A-si-gh-18,,jewel,simple,6300,0.09,17010,1.26,6553.8,3.16,SI-GH,0,0,2686,,32875.3,18,1,7,8,1,325.5,1,0,0,,,,,,,
RG0167A-si-gh-19,,jewel,simple,6300,0.09,17010,1.26,6968.59,3.36,SI-GH,0,0,2856,,33465.94,19,1,7,8,1,331.35,1,0,0,,,,,,,
RG0167A-si-gh-20,,jewel,simple,6300,0.09,17010,1.26,7383.39,3.56,SI-GH,0,0,3026,,34056.59,20,1,7,8,1,337.19,1,0,0,,,,,,,
RG0167A-si-gh-21,,jewel,simple,6300,0.09,17010,1.26,7798.19,3.76,SI-GH,0,0,3196,,34647.23,21,1,7,8,1,343.04,1,0,0,,,,,,,
RG0167A-si-gh-22,,jewel,simple,6300,0.09,17010,1.26,8212.99,3.96,SI-GH,0,0,3366,,35237.88,22,1,7,8,1,348.89,1,0,0,,,,,,,
RG0167A-si-gh-23,,jewel,simple,6300,0.09,17010,1.26,8627.78,4.16,SI-GH,0,0,3536,,35828.52,23,1,7,8,1,354.74,1,0,0,,,,,,,
RG0167A-si-gh-24,,jewel,simple,6300,0.09,17010,1.26,9042.58,4.36,SI-GH,0,0,3706,,36419.17,24,1,7,8,1,360.59,1,0,0,,,,,,,
RG0167A-si-gh-25,,jewel,simple,6300,0.09,17010,1.26,9457.38,4.56,SI-GH,0,0,3876,,37009.81,25,1,7,8,1,366.43,1,0,0,,,,,,,
RG0167A-vvs-ef-5,,jewel,simple,9270,0.09,17010,1.26,1161.43,0.56,VVS-EF,0,0,532,,28253.17,5,1,7,8,1,279.73,1,0,0,,,,,,,
RG0167A-vvs-ef-6,,jewel,simple,9270,0.09,17010,1.26,1576.23,0.76,VVS-EF,0,0,722,,28864.01,6,1,7,8,1,285.78,1,0,0,,,,,,,
RG0167A-vvs-ef-7,,jewel,simple,9270,0.09,17010,1.26,1991.03,0.96,VVS-EF,0,0,912,,29474.86,7,1,7,8,1,291.83,1,0,0,,,,,,,
RG0167A-vvs-ef-8,,jewel,simple,9270,0.09,17010,1.26,2405.82,1.16,VVS-EF,0,0,1102,,30085.7,8,1,7,8,1,297.88,1,0,0,,,,,,,
RG0167A-vvs-ef-9,,jewel,simple,9270,0.09,17010,1.26,2820.62,1.36,VVS-EF,0,0,1292,,30696.55,9,1,7,8,1,303.93,1,0,0,,,,,,,
RG0167A-vvs-ef-10,,jewel,simple,9270,0.09,17010,1.26,3235.42,1.56,VVS-EF,0,0,1482,,31307.39,10,1,7,8,1,309.97,1,0,0,,,,,,,
RG0167A-vvs-ef-11,,jewel,simple,9270,0.09,17010,1.26,3650.22,1.76,VVS-EF,0,0,1672,,31918.24,11,1,7,8,1,316.02,1,0,0,,,,,,,
RG0167A-vvs-ef-12,,jewel,simple,9270,0.09,17010,1.26,4065.01,1.96,VVS-EF,0,0,1862,,32529.08,12,1,7,8,1,322.07,1,0,0,,,,,,,
RG0167A-vvs-ef-13,,jewel,simple,9270,0.09,17010,1.26,4479.81,2.16,VVS-EF,0,0,2052,,33139.93,13,1,7,8,1,328.12,1,0,0,,,,,,,
RG0167A-vvs-ef-14,,jewel,simple,9270,0.09,17010,1.26,4894.61,2.36,VVS-EF,0,0,2242,,33750.77,14,1,7,8,1,334.17,1,0,0,,,,,,,
RG0167A-vvs-ef-15,,jewel,simple,9270,0.09,17010,1.26,5309.41,2.56,VVS-EF,0,0,2432,,34361.62,15,1,7,8,1,340.21,1,0,0,,,,,,,
RG0167A-vvs-ef-16,,jewel,simple,9270,0.09,17010,1.26,5724.2,2.76,VVS-EF,0,0,2622,,34972.46,16,1,7,8,1,346.26,1,0,0,,,,,,,
RG0167A-vvs-ef-17,,jewel,simple,9270,0.09,17010,1.26,6139,2.96,VVS-EF,0,0,2812,,35583.31,17,1,7,8,1,352.31,1,0,0,,,,,,,
RG0167A-vvs-ef-18,,jewel,simple,9270,0.09,17010,1.26,6553.8,3.16,VVS-EF,0,0,2686,,35875,18,1,7,8,1,355.2,1,0,0,,,,,,,
RG0167A-vvs-ef-19,,jewel,simple,9270,0.09,17010,1.26,6968.59,3.36,VVS-EF,0,0,2856,,36465.64,19,1,7,8,1,361.05,1,0,0,,,,,,,
RG0167A-vvs-ef-20,,jewel,simple,9270,0.09,17010,1.26,7383.39,3.56,VVS-EF,0,0,3026,,37056.29,20,1,7,8,1,366.89,1,0,0,,,,,,,
RG0167A-vvs-ef-21,,jewel,simple,9270,0.09,17010,1.26,7798.19,3.76,VVS-EF,0,0,3196,,37646.93,21,1,7,8,1,372.74,1,0,0,,,,,,,
RG0167A-vvs-ef-22,,jewel,simple,9270,0.09,17010,1.26,8212.99,3.96,VVS-EF,0,0,3366,,38237.58,22,1,7,8,1,378.59,1,0,0,,,,,,,
RG0167A-vvs-ef-23,,jewel,simple,9270,0.09,17010,1.26,8627.78,4.16,VVS-EF,0,0,3536,,38828.22,23,1,7,8,1,384.44,1,0,0,,,,,,,
RG0167A-vvs-ef-24,,jewel,simple,9270,0.09,17010,1.26,9042.58,4.36,VVS-EF,0,0,3706,,39418.87,24,1,7,8,1,390.29,1,0,0,,,,,,,
RG0167A-vvs-ef-25,,jewel,simple,9270,0.09,17010,1.26,9457.38,4.56,VVS-EF,0,0,3876,,40009.51,25,1,7,8,1,396.13,1,0,0,,,,,,,
RG0167A,,jewel,configurable,6300,0.09,17010,1.26,6139,2.96,,1,0,2812,,32583.61,,1,7,8,1,322.61,4,0,0,,,,RG0167A-si-gh-5,grade,SI-GH,25253.47
